0.344827586207,0.1153333333330.114285714286,0.1
0.689655172414,0.1513333333330.242857142857,0.1
1.03448275862,0.1796666666670.257142857143,0.1
1.37931034483,0.2080.214285714286,0.1
1.72413793103,0.2213333333330.214285714286,0.1
2.06896551724,0.2293333333330.214285714286,0.1
0.344827586207,0.1380208333330.140625,0.1
0.689655172414,0.1817708333330.25,0.1
1.03448275862,0.2033854166670.1875,0.1
1.37931034483,0.2299479166670.25,0.1
1.72413793103,0.238281250.265625,0.1
2.06896551724,0.2526041666670.265625,0.1
2.41379310345,0.2635416666670.265625,0.1
2.75862068966,0.2614583333330.265625,0.1
3.10344827586,0.2541666666670.28125,0.093
3.44827586207,0.2651041666670.28125,0.093
3.79310344828,0.2752604166670.296875,0.093
4.13793103448,0.268750.3125,0.08649
4.48275862069,0.2903645833330.296875,0.0804357
4.8275862069,0.285156250.265625,0.0804357
5.1724137931,0.2895833333330.265625,0.074805201
5.51724137931,0.2932291666670.328125,0.074805201
5.86206896552,0.2716145833330.359375,0.074805201
6.20689655172,0.2958333333330.328125,0.06956883693
6.55172413793,0.3031250.296875,0.06956883693
6.89655172414,0.293750.28125,0.06956883693
7.24137931034,0.2947916666670.265625,0.0646990183449
7.58620689655,0.3031250.265625,0.0646990183449
7.93103448276,0.2888020833330.359375,0.0646990183449
